pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,lastyear
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,3075324181,1,active,,18dec2002,530018,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,25,25,2017
531308,JOHNSON COUNTY HEALTHCARE CENTER,497 WEST LOTT,BUFFALO,WY,82834,3076845521,1,active,,01jul2003,,limited,0,0,0,1,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
531309,NORTH BIG HORN HOSPITAL DISTRICT,1115 LANE 12,LOVELL,WY,82431,3075485200,1,active,,01jul2003,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,15,15,2017
531310,POWELL VALLEY HOSPITAL,777 AVENUE H,POWELL,WY,82435,3077542267,1,active,,01nov2003,,limited,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
531311,CROOK COUNTY HOSPITAL,713 OAK STREET,SUNDANCE,WY,82729,3072833501,1,active,,01feb2004,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,16,16,2017
531312,WEST PARK HOSPITAL DISTRICT,707 SHERIDAN AVENUE,CODY,WY,82414,3075782488,1,active,,01jun2004,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
531313,STAR VALLEY MEDICAL CENTER,901 ADAMS STREET,AFTON,WY,83110,3078855800,1,active,,01sep2004,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,20,20,2017
531314,NIOBRARA HEALTH & LIFE CENTER,921 SOUTH BALLANCEE AVENUE,LUSK,WY,82225,3073344000,1,active,,15aug2005,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,24,24,2017
531315,SOUTH LINCOLN MEDICAL CENTER - CAH,711 ONYX STREET,KEMMERER,WY,83101,3078774401,1,active,,01jul2009,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,16,16,2017
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2221 WEST ELM STREET,RAWLINS,WY,82301,3073242221,1,active,,01jul2010,,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,0,25,25,2017
532002,WYOMING STATE HOSPITAL,PO BOX 177,EVANSTON,WY,82930,3077893464,0,"vol-merg,close",01jul2002,01jul1984,,no affiliation,0,0,0,0,0,0,0,long term,government state,0,0,1,0,0,0,230,3,2017
533026,SPALDING REHABILITATION HOSPITAL,2600 EAST 18TH STREET,CHEYENNE,WY,82001,3076337300,0,"vol-merg,close",01jul1999,01nov1990,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,15,15,2017
533027,ELKHORN VALLEY REHABILITATION HOSPITAL LLC,5715 EAST 2ND STREET,CASPER,WY,82609,3072650005,1,active,,26feb2008,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,41,41,2017
534001,WYOMING STATE HOSPITAL,831 HWY 150 SOUTH,EVANSTON,WY,82931,3077893464,1,active,,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,0,183,13,2017
534002,"PSYCHIATRIC INSTITUTE OF WYOMING,THE",150 WYOMING ST,LANDER,WY,82520,3073325700,0,"vol-merg,close",21feb1992,04jan1985,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,0,48,48,2017
534003,CREST VIEW HOSPITAL,2521 EAST 15TH STREET,CASPER,WY,82609,3072377444,0,vol-other,03jan1997,01jul1985,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,70,70,2017
534004,WYOMING BEHAVIORAL INSTITUTE,2521 EAST 15TH STREET,CASPER,WY,82609,3072377444,1,active,,19apr1997,,limited,0,1,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,85,85,2017
56001E,EDMUNDSTON REGIONAL HOSPITAL,54 21ST AVE,EDMUNDSTON,CN,,5067353361,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,200,200,2017
56002E,MCLEAN MEM HOSP,"11 SAUNDERS ROAD ,BOX311",MCADAM,CN,,5067842263,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,13,13,2017
56003E,WINNIPEG MUNICIPAL HOSP,1 MORLEY AVE,WINNIPEG,CN,,2044523411,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,337,337,2017
56004E,YARMOUTH REGIONAL HOSP,60 VANCOUVER ST,YARMOUTH,CN,,9027423541,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,186,186,2017
56005E,HOTEL DIEU HOSP,840 MCCONNELL AVE,CORNWALL,CN,,6139384240,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,274,274,2017
56006E,ST MICHAELS HOSP,1315-9 AVE SOUTH,LETHBRIDGE,CN,,4033271531,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,202,202,2017
56007E,LETHBRIDGE MUN HOSP,1802 -9 AVE SOUTH,LETHBRIDGE,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,205,205,2017
56008E,ROYAL COLUMBIAN HOSP,330 E COLUMBIA ST,NEW WESTMINSTER,CN,,6045204253,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,460,460,2017
56009E,SIR MORTIMER B DAVIS - JEWISH GEN HOSP,3755 COTE STE-CATHERINE,MONTREAL,CN,,5143408222,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,628,628,2017
56010E,ROYAL VICTORIA HOSP,687 PINE AVE W,MONTREAL,CN,,5148421231,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,677,677,2017
56011E,ERICKSON DISTRICT HOSP,3RD ST,ERICKSON,CN,,2046362521,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,14,14,2017
56012E,PILOT MOUND MED NURSING UNIT,P O BOX 61,PILOT MOUND,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,12,12,2017
56013E,ROCK LAKE HOSP,P O BOX 86,CRYSTAL CITY,CN,,2048732132,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,16,16,2017
56014E,ALTONA COMMUNITY MEM HEALTH CENTRE,24-5TH AVE N E   P O BOX 660,ALTONA,CN,,2043246411,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,32,32,2017
56015E,MORDEN DIST GEN HOSP,P O BOX 190,MORDEN,CN,,2048224411,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,71,71,2017
56016E,CARDSTON MUN HOSP,"144-2ND ST W, P O BOX 310",CARDSTON,CN,,4036534411,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,93,93,2017
56017E,BIENFAIT-COALFIELDS UNION HOSP,P O BOX 209,BIENFAIT,CN,,3063882232,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,16,16,2017
56018E,LA VERENDRYE GEN HOSP,110 VICTORIA AVE,FORT FRANCES,CN,,8072743261,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,117,117,2017
56019E,MONTREAL GEN HOSP,1650 CEDAR AVE,MONTREAL,CN,,5149376011,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,686,686,2017
56020E,NOTRE-DAME HOSP,1560 RUE SHERBROOKE EST,MONTREAL,CN,,5148766421,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,892,892,2017
56021E,SHERBROOKE HOSP,375 ARGYLE ST,SHERBROOKE,CN,,8195693661,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,139,139,2017
56022E,LACHINE GEN HOSP,3320 NOTRE DAME,MONTREAL,CN,,5146371161,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,137,137,2017
56023E,HOLY CROSS HOSP,2210-2ND ST SW,CALGARY,CN,,4032288111,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,406,406,2017
56024E,BLOOD INDIAN HOSP,"95-1ST AVE N, P O BOX 490",CARDSTON,CN,,4036533351,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,29,29,2017
56025E,MAYFAIR HOSP LTD,1311 PINE AVE W,MONTREAL,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,36,36,2017
56027E,GENERAL HOSP,941 QUEEN ST E,SAULT STE MARIE,CN,,7057593333,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,225,225,2017
56028E,ST BONIFACE GEN HOSP,409 TACHE AVE,WINNIPEG,CN,,2042338563,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,801,801,2017
56029E,MATSQUI-SUMAS-ABBOTSFORD GEN HOSP,2179 MCCALLUM RD,ABBOTSFORD,CN,,6048532201,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,369,369,2017
56031E,LAKESHORE GEN HOSP,160 STILLVIEW RD,POINTE CLAIR,CN,,5146302225,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,257,257,2017
56032E,HOTEL DIEU,580 BOWEN SUD,SHERBROOKE,CN,,8195692551,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,354,354,2017
56033E,GREATER NIAGARA GEN HOSP,P O BOX 1018,NIAGARA FALLS,CN,,4163580171,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,356,356,2017
56034E,ST JOHN GEN HOSP,WATERLOO ST,SAINT JOHN,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,303,303,2017
56035E,JOSEPH BRANDT MEM HOSP,1230 N SHORE BLVD,BURLINGTON,CN,,4166323730,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,407,407,2017
56036E,CHARLES LE MOYNE HOSP,121 BLVD TASCHEREAU,MONTREAL,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,300,300,2017
56037E,CENTRE HOSP DE MANIWAKI,"309, BOUL, DESJARDINS",MANIWAKI,CN,,8194492300,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,89,89,2017
56038E,ST JOSEPHS HOSP,290 N RUSSELL ST,SARNIA,CN,,5193366121,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,234,234,2017
56039E,PEEL MEM HOSP,20 LYNCH ST,BRAMPTON,CN,,4164511710,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,542,542,2017
56040E,CRESTON VALLEY HOSP,"312-15TH AVE, P O BIX 3000",CRESTON,CN,,6044282286,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,64,64,2017
56041E,EMERSON HOSP,P O BOX 428,EMERSON,CN,,2043732340,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,18,18,2017
56042E,BORDER COUNTIES GEN HOSP,P O BOX 90,MILK RIVER,CN,,4036473500,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,27,27,2017
56043E,PARRY SOUND DISTRICT GEN HOSP,10 JAMES ST,PARRY SOUND,CN,,7057469321,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,92,92,2017
56044E,BRITISH COLUMBIA UNIV HLTH SERV HOSP,ZONE 8,VANCOUVER,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,300,300,2017
56045E,CENTRE HOSP LAC MEGANTIC,RUE LAVAL,LAC MEGANTIC,CN,,8195830330,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,131,131,2017
56046E,HOTEL DIEU OF ST JOSEPH HOSP,1030 OUELLETTE AVE,WINDSOR,CN,,5199734444,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,450,450,2017
56047E,PLUMMER MEM PUBLIC HOSP,969 QUEEN ST E,SAULT STE MARIE,CN,,7057593434,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,264,264,2017
56048E,HIGH RIVER GEN AND AUXILIARY HOSP,P O BAG 30,HIGH RIVER,CN,,4036522321,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,140,140,2017
56049E,MONTREAL NEUROLOGICAL HOSP,3801 UNIVERSITY ST,MONTREAL,CN,,5143986644,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,135,135,2017
56050E,YOUVILLE HOSP,9 IEME RUE,NORANDA,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,140,140,2017
56051E,REGINA GEN HOSP,1440-14TH AVE,REGINA,CN,,3063594444,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,500,500,2017
56052E,GRAND FALLS GEN HOSP,PO BOX 1200,GRAND FALLS,CN,,5064737555,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,62,62,2017
56053E,PORT ARTHUR GEN HOSP,460 N COURT ST,PORT ARTHUR,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,201,201,2017
56054E,CENTRE HOSP DE COATICOOK,138 JEANNE MANCE,COATICOOK,CN,,8198494876,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,51,51,2017
56055E,BOUNDARY HOSP,"7649-22ND ST, P O BOX 189",GRAND FORKS,CN,,6044428211,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,70,70,2017
56056E,NORTH YORK BRANSON HOSP,555 FINCH AVE W,WILLOWDALE,CN,,4166339420,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,356,356,2017
56057E,ST JOSEPHS HOSP OF ESTEVAN,1401 1ST ST,ESTEVAN,CN,,3066343604,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,106,106,2017
56058E,ST JOSEPHS HEALTH CENTRE,30 THE QUEENSWAY,TORONTO,CN,,4165349531,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,648,648,2017
56059E,KINGSTON GEN HOSP,STUART ST,KINGSTON,CN,,6135483232,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,466,466,2017
56060E,SOLDIERS MEM HOSP,MAIN ST P O BOX 730,MIDDLETON,CN,,9028253411,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,113,113,2017
56061E,PRINCE RUPERT REGIONAL HOSP,1305 SUMMIT AVE,PRINCE RUPERT,CN,,6046242171,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,121,121,2017
56062E,VANCOUVER GEN HOSP,855 W 12TH AVE,VANCOUVER,CN,,6048754111,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,1138,1138,2017
56063E,FOOTHILLS PROVINCIAL GEN HOSP,1403-29TH NW,CALGARY,CN,,4032701110,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,841,841,2017
56065E,CANADIAN RED CROSS HOSP,,EMO,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,16,16,2017
56066E,PEACE ARCH DIST HOSP,15521 RUSSELL AVE,WHITE ROCK,CN,,6045315512,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,364,364,2017
56067E,ST VINCENT DE PAUL HOSP,42 GARDEN ST,BROCKVILLE,CN,,6133424461,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,76,76,2017
56068E,ROCKYVIEW GEN HOSP,7007 14TH ST SW,CALGARY,CN,,4032597511,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,355,355,2017
56069E,HOTEL DIEU DE LEVIS,143 RUE WOLFE,LEVIS,CN,,4188357121,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,492,492,2017
56070E,BORDER UNION HOSP,P O BOX 60,CLIMAX,CN,,3062932222,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,8,8,2017
56071E,CHAPLEAU GEN HOSP,P O BOX 757,CHAPLEAU,CN,,7058641520,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,30,30,2017
56072E,BETHEL HOSP,"133 6TH ST, P O BOX 1070",WINKLER,CN,,2043254354,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,57,57,2017
56073E,SAUGEEN MEM HOSP,"340 HIGH ST, P O BOX 310",SOUTHHAMPTON,CN,,5197973230,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,47,47,2017
56074E,HIGHLAND VIEW REGIONAL HOSP,110 E PLEASANT ST,AMHERST,CN,,9026673361,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,87,87,2017
56075E,NORTH YORK GEN HOSP,4001 LESLIE ST,WILLOWDALE,CN,,4167566000,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,537,537,2017
56076E,MATER MISERICORDIAE HOSP,1961 GEORGIA ST BOX 1239,ROSSLAND,CN,,6043627344,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,41,41,2017
56077E,ST JOSEPHS HOSP,841 COLLINSON ST,VICTORIA,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,361,361,2017
56078E,WHITEHORSE GEN HOSP,5 HOSPITAL RD,WHITEHORSE,CN,,4036689444,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,78,78,2017
56079E,ST VINCENT-DE-PAUL HOSP,300 EST RUE KING,SHERBROOK,CN,,8195632366,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,284,284,2017
56080E,SIR THOMAS RODDICK HOSP,89 OHIO DR,STEPHENVILLE,CN,,7096435111,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,81,81,2017
56081E,ST JOHNS GEN HOSP,FOREST RD BOX 5355,SAINT JOHN,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,341,341,2017
56082E,ST JOSEPHS GEN HOSP,35 N ALGOMA ST,PORT ARTHUR,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,190,190,2017
56083E,PRINCE GEORGE REGIONAL HOSP,2000 15TH AVE,PRINCE GEORGE,CN,,6045652000,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,405,405,2017
56084E,CORNWALL GEN HOSP,510 SECOND ST E,CORNWALL,CN,,6139323300,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,161,161,2017
56085E,QUEEN ELIZABETH HOSP OF MONTREAL,2100 MARLOWE AVE,MONTREAL,CN,,5144882311,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,272,272,2017
56086E,NOTRE-DAME DE CHARNY HOSP,563 10TH ST,CHARNY,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,43,43,2017
56090E,ST MARYS HOSP,3830 LACOMBE AVE,MONTREAL,CN,,5143443511,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,414,414,2017
56091E,KILLAM GEN HOSP,,KILLIAM,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,30,30,2017
56092E,RICHMOND GENERAL HOSP,700 WESTMINSTER HWY,VANCOUVER,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,126,126,2017
56093E,L UNIVERSITE DE SHERBROOKE CLINIQUE DE,CHEMIN DE STOKE ASCOT NORD,SHERBROOKE,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,377,377,2017
56094E,MISERICORDIA GENERAL HOSP,99 CORNISH AVE,WINNIPEG,CN,,2047746581,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,409,409,2017
56095E,CHARLOTTE COUNTY HOSPITAL,PRINCE WILLIAM ST,ST STEPHEN,CN,,5064661140,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,87,87,2017
56096E,DIGBY GENERAL HOSP,67 WARWICK ST BOX 820,DIGBY,CN,,9022452501,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,66,66,2017
56097E,QUEEN VICTORIA HOSP,NEWLANDS RD,REVELSTOKE,CN,,6048372131,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,57,57,2017
56098E,PAVILLON ST-JOSEPH,253 COTE,BEAUCEVILLE-QUEST,CN,,4187743304,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,104,104,2017
56099E,MORRIS GEN HOSP,"215 RAILROAD AVE, P O BOX 519",MORRIS,CN,,2047462301,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,33,33,2017
56100E,HOTEL-DIEU DE QUEBEC,11 COTE DU PALAIS,QUEBEC CITY,CN,,4186915151,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,479,479,2017
56101E,MONCTON HOSP,135 MACBEATH AVE,MONCTON,CN,,5068575111,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,499,499,2017
56102E,BOISSEVAIN HEALTH CENTREP,BOX 899,BOISSEVAIN,CN,,2045342451,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,32,32,2017
56103E,ST PAULS HOSP,1081 BURRARD ST,VANCOUVER,CN,,6046822344,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,529,529,2017
56104E,TOBIQUE VALLEY HOSP,R R 2,PLASTER ROCK,CN,,5063562614,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,28,28,2017
56105E,PRINCE EDWARD ISLAND HOSP,BRIGHTON RD,CHARLOTTETOWN,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,166,166,2017
56106E,HOTEL-DIEU DE RIVIERE-DU-LOUP,RUE ST-HENRI,RIVIERE-DU-LOUP,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,183,183,2017
56107E,SANTA CABRINI HOSP,5655 EST ST-ZOTIQUE,MONTREAL,CN,,5142526400,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,377,377,2017
56108E,"VICTORIA PUBLIC HOSP,THE",WOODSTOCK RD,FREDERICTON,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,323,323,2017
56109E,WELLAND CO GENERAL HOSP,3RD ST,WELLAND,CN,,4167326111,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,457,457,2017
56110E,SETON GENERAL HOSP,518 ROBSON ST,JASPER,CN,,4038523344,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,33,33,2017
56111E,CHARLOTTETOWN HOSP,17 HAVILAND ST,CHARLTN,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,165,165,2017
56112E,PASQUA HOSP,4101 DEWDNEY AVE,REGINA,CN,,3063592222,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,370,370,2017
56113E,CARLETON MEMORIAL HOSP,785 MAIN ST,WOODSTOCK,CN,,5063283391,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,98,98,2017
56114E,VIRDEN DISTRICT HOSP,"480 KING ST E, P O BOX 400",VIRDEN,CN,,2047481230,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,32,32,2017
56115E,SARNIA GENERAL HOSP,220 N MITTON ST,SARNIA,CN,,5193838180,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,249,249,2017
56116E,SACKVILLE MEM HOSP,135 W MAIN ST-BOX 1170,SACKVILLE,CN,,5065361200,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,55,55,2017
56117E,L UNIVERSITE DE SHERBROOKE CLINIQUE DE,CHEMIN DE STOKE ASCOT NORD,SHERBROOK,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,434,434,2017
56118E,HALDIMAND WAR MEMORIAL HOSP,206 JOHN ST,DUNNVILLE,CN,,4167744731,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,78,78,2017
56119E,TORONTO WESTERN HOSP,399 BATHURST ST-ZONE 2B,TORONTO,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,808,808,2017
56120E,CENTRE HOSP DE SAINT-LAURENT,1275 COTE VERTU,SAINT LAURENT,CN,,5147474771,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,124,124,2017
56121E,ST JOSEPHS HOSP,50 CHARLTON AVE-BOX 2043,HAMILTON,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,595,595,2017
56122E,RENFREW VICTORIA HOSP,499 RAGLAND ST,RENFREW,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,65,65,2017
56123E,SELKIRK GENERAL HOSP-DISTRICT 31,161 IDELL AVE,SELKIRK,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,177,177,2017
56124E,ST MARYS HOSP,220 ROYAL AVE,NEW WESTMINSTER,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,256,256,2017
56125E,LAKE OF THE WOODS DISTRICT HOSP,21 SYLVAN ST WEST,KENORA,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,198,198,2017
56126E,OSHAWA GENERAL HOSP,24 ALMA ST,OSHAWA,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,532,532,2017
56127E,TORONTO EAST GENERAL & ORTHOPEDIC HOSP,825 COXWELL AVE,TORONTO,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,589,589,2017
56128E,SHOULDICE SURGERY HOSP,7750 AVE-BOX 370,THORNHILL,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,66,66,2017
56129E,ST JOSEPH HOSP,MAC KENZI ST,SUDBURY,CN,,,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,1,,182,182,2017
