pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,firstyear
400083,BARRANQUITAS HEALTH CENTER,BARCELA ST,BARRANQUITAS,PR,618,8098573440,0,vol-risk invol,01jun1988,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government state,0,0,1,0,1,,21,21,1993
400087,HOSP REGIONAL DR CAYETANO COLL Y TOSTE,BOX 9976 COTTO STATION,ARECIBO,PR,613,8098787272,1,active,,21jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government state,0,0,1,0,1,,230,230,1993
400088,HOSPITAL MIMIYA INC,"DE DIEGO AVE 303, BOX 41245",SANTURCE,PR,940,8097212590,0,"vol-merg,close",01oct1992,18jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,1,,57,57,1993
400089,SAN JORGE HOSPITAL,258 SAN JORGE AVENUE,SANTURCE,PR,912,8097270940,0,invol-fail req,31jan1992,19sep1966,,no affiliation,0,0,0,1,4,1,0,short term,for-profit proprietary,0,1,0,0,1,,91,91,1993
40008F,US NAVAL HOSP,,ROOSEVELT ROADS,PR,907,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,100,100,1993
400090,HOSPITAL SAN RAFAEL,P O BOX 997,CAGUAS,PR,625,8097431011,0,"vol-merg,close",15nov1988,05nov1966,,no affiliation,0,0,0,0,4,1,0,short term,for-profit proprietary,0,1,0,0,1,,104,104,1993
400094,DR GUBERNS HOSPITAL,ANTONIO R BARCELO 110,FAJARDO,PR,738,8098630924,1,active,,12sep1967,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,51,51,1993
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,RIO PIEDRAS,PR,923,8097675100,1,active,,11feb1968,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,160,160,1993
400102,HOSPITAL MATILDE BRENES,,BAYAMON,PR,960,8097860050,1,active,,28jul1970,,no affiliation,0,0,0,1,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,106,106,1993
400103,MAYAGUEZ MEDICAL CENTER,ROAD #2,MAYAGUEZ,PR,680,8098328686,1,active,,08jun1971,,limited,0,0,0,1,.6700000166893005,1,0,short term,government state,0,0,1,0,1,,339,339,1993
400104,DR EDUARDO GARRIDO MORALES HOSPITAL,TURABO GARDENS APARTADO 5729,CAGUAS,PR,726,8097442500,1,active,,07jul1971,,major,0,1,0,0,74,1,0,short term,government state,0,0,1,0,1,,373,373,1993
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA,BAYAMON,PR,956,8097870179,1,active,,01jul1972,,major,0,1,0,0,0,1,0,short term,government state,0,0,1,0,1,,415,415,1993
400106,METROPOLITAN HOSPITAL,BOX 11981,SAN JUAN,PR,922,8097836200,1,active,,11jun1972,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,180,180,1993
400108,HOSP SAN MIGUEL INC,MCKINLEY AND COLOMER SANCHEZ ST,UTUADO,PR,761,8099842708,0,invol-fail req,15feb1986,01jun1976,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,53,53,1993
400109,SAN PABLO HOSPITAL,"70 SANTA CRUZ ST, BOX 236",BAYAMON,PR,960,8097867474,1,active,,25oct1976,,major,0,0,0,1,14,1,0,short term,for-profit proprietary,0,1,0,0,1,,330,330,1993
40010E,CLINICA DR PEREA,15 DR BASORA ST,MAYAGUEZ,PR,708,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,107,107,1993
400110,HOSPITAL DR TITO MATTEI,ROAD 128 PO BOX 68,YAUCO,PR,698,8098562050,1,active,,27feb1980,,limited,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,1,,186,186,1993
400111,HOSPITAL SAN CARLOS BORROMEO,RD 110 KM 12 2,MOCA,PR,676,8098778000,1,active,,01nov1982,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,64,64,1993
400112,CAROLINA AREA HOSPITAL,AVE 65TH INFANTERIA BOX 3747,CAROLINA,PR,985,8097571800,1,active,,01dec1983,,graduate,0,1,0,0,8,1,0,short term,for-profit proprietary,0,1,0,0,1,,250,250,1993
400113,HOSPITAL SAN CRISTOBAL,CARR 506 BO,COTO LAUREL,PR,780,8098482100,1,active,,16feb1984,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,103,103,1993
400114,DR ALEJANDRO OTERO LOPEZ HOSPITAL,CALLE HERNANDEZ CARRION 668,MANATI,PR,674,8098543700,1,active,,08feb1985,,graduate,0,0,0,0,14,1,0,short term,non-profit other,1,0,0,0,1,,178,178,1993
400115,HOSPITAL WILMA N VAZQUEZ,CALLE BX 7001,VEGA BAJA,PR,694,8098581580,1,active,,17jan1986,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,82,82,1993
400116,SAN GERARDO HOSPITAL,EL SENORIAL MAIL STATION #250,RIO PIEDRAS,PR,928,8097618383,0,vol-other,01jan1991,13aug1986,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,60,60,1993
400117,HOSPITAL DR SUSONI INC,55 PALM ST PO BOX 1298,ARECIBO,PR,613,8098781010,1,active,,06aug1986,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,185,185,1993
400118,DOCTORS CENTER HOSPITAL,PO BOX 532,MANATI,PR,674,8098543372,1,active,,18feb1987,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,115,115,1993
400119,CLINICA DR FERNANDEZ GARCIA,358 PONCE DE LEON AVE,HATO REY,PR,919,8097538130,0,"vol-merg,close",31mar1989,01jul1966,402001,limited,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,188,33,1993
400120,HOSPITAL INTERAMERICANO DE MEDICINA,PO BOX 1744,CAGUAS,PR,725,8097433434,1,active,,06dec1988,,major,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,300,300,1993
400121,HOSPITAL SAN GERARDO,ROAD NO 844 KM 0 5 PO CUPEY BAJO,RIO PIEDRAS,PR,928,8097618383,1,active,,27jun1991,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,60,60,1993
400122,HOSPITAL SAN AGUSTIN INC,BOX 991,MANATI,PR,674,8098542091,1,active,,06feb1992,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,1,,12,12,1993
400123,"CLINICA DR PEREA, INC",BOX 170,MAYAGUEZ,PR,681,8098340101,1,active,,08may1992,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,1,,102,102,1993
400124,CENTRO CARDIOVASCULAR,CENTRO MEDICO BOX 366528,RIO PIEDRAS,PR,928,8097548500,1,active,,15dec1992,,limited,1,1,0,0,0,1,0,short term,government local,0,0,1,0,1,,192,50,1993
400125,HOSPITAL SAN PABLO DEL ESTE,PO BOX 1028,FAJARDO,PR,738,7878630505,1,active,,10jun1998,400019,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,180,37,1999
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,683,7878925300,1,active,,11apr2001,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,,42,42,2001
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,MONACILLO WARD BUILDING # 1,SAN JUAN,PR,922,7877773400,1,active,,07mar2002,,graduate,1,1,0,1,0,1,0,short term,government state,0,0,1,0,1,,58,58,2002
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,PR,917,7877540909,1,active,,21may2004,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,1,,224,224,2005
40012E,AIBONITO MUN HOSP,FELIX RIOS AVE,AIBONITO,PR,609,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,18,18,1993
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,7879331100,1,active,,30sep2009,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,0,26,26,2011
400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,PR,738,7878010081,1,active,,16nov2010,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,1,25,25,2011
400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,PR,928,7877618383,1,active,,20jul2016,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,1,1,60,60,2017
40013E,ARROYO MUN HOSP,,ARROYO,PR,615,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,0,0,1993
40015E,EL BUEN PASTOR,,ARECIBO,PR,612,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,69,69,1993
40016E,JUNCOS MUN HOSP,ESCUTE ST,JUNCOS,PR,666,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,34,34,1993
40017E,LARES MUN HOSP,,LARES,PR,669,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,21,21,1993
40019E,LUGUILLO MUN HOSP,,LUQUILLO,PR,673,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,17,17,1993
40020E,MAUNABO MUN HOSP,MUNOZ RIVERA ST,MAUNABO,PR,707,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,20,20,1993
40022E,NAGUABO MUN HOSP,MUNOZ RIVERA ST,NAGUABO,PR,718,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,28,28,1993
40023E,PONCE PSYCHIATRIC HOSP,,PONCE,PR,731,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,334,334,1993
40024E,REHABILITATION CENTER,BO MONACILLOS,RIO PIEDRAS,PR,928,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,40,40,1993
40025E,SABANA GRANDE MUN HOSP,FRANCISCO M QUINONES ST,SABANA GRANDE,PR,747,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,21,21,1993
40026E,SALINAS MUN HOSP,UNION ST,SALINAS,PR,751,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,50,50,1993
40027E,SAN AGUSTIN HOSP,,MANATI,PR,701,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,13,13,1993
40028E,SANTA ISABEL MUN HOSP,CELIS AGUILERA ST,SANTA ISABEL,PR,757,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,25,25,1993
40029E,SOUTH PUERTO RICO SUGAR HOSP,,GUANICA,PR,653,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,13,13,1993
40030E,WOMANS HOSP,,SANTURCE,PR,909,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,15,15,1993
40032E,HOSPITAL SAN CARLOS BORROMEO,CARR 110 MA 12-2,MOCA,PR,716,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,1,,0,0,1993
402001,CLINICA DR E FERNANDEZ GARCIA,BOX 1269,HATO REY,PR,919,8097538130,0,oth-status chg,07jul1987,01jul1966,400119,limited,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,1,,33,33,1993
403025,HEALTHSOUTH REHABILITATION HOSPITAL,UNIVERSITY DISTRICT HOSPITAL -- 3RD  FLOOR,RIO PIEDRAS,PR,935,7872745100,1,active,,07jul2000,,major,0,1,0,0,3,0,0,rehab,for-profit proprietary,0,1,0,0,1,,30,30,2000
403026,"HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI, INC",CARR 2 K47 7,ALT DE LUCHETTI,PR,674,7876213800,1,active,,29may2008,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,1,,40,40,2008
403027,MULTY MEDICAL FACILITIES CORPORATION,MUNOZ RIVERA AVENUE 402,SAN JUAN,PR,918,7877058677,1,active,,01jan2016,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,1,1,17,17,2016
403301,UNIVERSITY PEDIATRIC HOSPITAL,PO BOX 191079,SAN JUAN,PR,919,8097543700,1,active,,14oct1993,,graduate,0,0,0,1,39,0,0,childrens,government state,0,0,1,0,1,,215,215,1993
403302,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,912,7877271000,1,active,,15sep2017,,no affiliation,0,0,0,0,0,0,0,childrens,for-profit proprietary,0,1,0,0,1,1,167,167,2017
404002,MEPSI CENTER,RD NUM 2 KM 8 2,BAYAMON,PR,961,8097933030,1,active,,01jul1966,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,1,,450,450,1993
404004,FIRST HOSPITAL PANAMERICANO,BOX 6425,CIDRA,PR,639,8097475555,1,active,,17dec1987,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,1,,165,165,1993
404005,SAN JUAN CAPESTRANO PSYCHIATRIC HOSP,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,928,8097600222,1,active,,17mar1988,,no affiliation,0,0,0,1,6.119999885559082,0,0,psych,for-profit proprietary,0,1,0,0,1,,88,88,1993
404006,HOSP PSIQUIATRIA DR RAMON FERNANDEZ,BO MONACILLOS,CAPARRA,PR,922,7877598132,1,active,,14jul1999,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,1,,200,200,1999
404007,HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO,108 MUNOZ RIVERA STREET,BO BALLAJA,PR,623,7878512025,1,active,,02feb2007,,no affiliation,0,0,0,0,0,0,0,psych,non-profit private,1,0,0,0,1,,39,39,2007
404008,INSPIRA BEHAVIOR HEALTH,CALLE GUADALUPE 184 (ANTIGUO HOSPITAL SAN LUCAS),PONCE,PR,733,7877094130,1,active,,20jan2011,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,1,1,30,30,2011
404009,CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO,AIBONITO,PR,705,7877142462,1,active,,09mar2011,,graduate,0,0,0,1,0,0,0,psych,non-profit private,1,0,0,0,1,1,20,20,2011
409800,AUXILIO MUTUO HOSP TRANSPLANT,"PONCE DE LEON AVE, STOP 375",HATO REY,PR,917,7877717382,1,active,,27aug2009,,,0,0,0,0,,0,0,transplant,,0,0,0,0,1,1,,,2011
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,PROSPECT ST,PAWTUCKET,RI,2860,4017226000,1,active,,01jul1966,,major,0,1,1,0,65,1,0,short term,non-profit other,1,0,0,0,0,,294,294,1993
410002,COMMUNITY HOSPITAL OF RHODE ISLAND,1763 BROAD STREET,CRANSTON,RI,2905,4017819200,1,active,,01jul1966,,major,0,0,1,0,3,1,0,short term,non-profit private,1,0,0,0,0,,80,80,1993
410004,ROGER WILLIAMS GENERAL HOSPITAL,825 CHALKSTONE AVE,PROVIDENCE,RI,2908,4014562000,1,active,,01jul1966,,major,0,0,0,1,55,1,0,short term,non-profit private,1,0,0,0,0,,238,238,1993
410005,ST JOSEPHS HOSPITAL,200 HIGH SERVICE AVE,NORTH PROVIDENCE,RI,2904,4014563311,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,494,494,1993
410006,NEWPORT HOSPITAL,FREINDSHIP ST,NEWPORT,RI,2840,4018466400,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,200,200,1993
410007,RHODE ISLAND HOSPITAL,593 EDDY ST,PROVIDENCE,RI,2902,4012774000,1,active,,01jul1966,,major,0,1,0,1,195.75,1,0,short term,non-profit private,1,0,0,0,0,,719,719,1993
410008,SOUTH COUNTY HOSPITAL INC,95 KENYON AVE,WAKEFIELD,RI,2879,4017828000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,100,100,1993
410009,KENT COUNTRY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,4017377000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,359,359,1993
410010,WOMEN AND INFANTS HOSPITAL,101 DUDLEY STREET,PROVIDENCE,RI,2905,4012741100,1,active,,01jul1966,,major,0,1,0,0,25,1,0,short term,non-profit private,1,0,0,0,0,,137,137,1993
410011,LANDMARK MEDICAL CENTER INC,115 CASS AVE,WOONSOCKET,RI,2895,4017692200,1,active,,01jul1966,410014,no affiliation,0,0,0,1,0,1,0,short term,non-profit other,1,0,0,0,0,,315,315,1993
410012,MIRIAM HOSPITAL,164 SUMMIT AVE,PROVIDENCE,RI,2906,4013318500,1,active,,01jul1966,,major,0,1,0,0,65,1,0,short term,non-profit other,1,0,0,0,0,,247,247,1993
410013,WESTERLY HOSPITAL,WELLS ST,WESTERLY,RI,2891,4015966000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,141,141,1993
410014,JOHN FOGARTY MEMORIAL HOSPITAL,EDDIE DOWLING HIGHWAY,WOONSOCKET,RI,2895,4017692200,0,"vol-merg,close",01sep1988,14aug1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,116,116,1993
410016,NOTRE DAME HOSPITAL,1000 BROAD ST,CENTRAL FALLS,RI,2863,4017261800,0,"vol-merg,close",29sep1989,01feb1967,,limited,0,1,0,1,0,1,0,short term,non-profit other,1,0,0,0,0,,45,45,1993
41001F,US NAVAL HOSP,CYPRESS + 3RD STS,NEWPORT,RI,2840,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,300,300,1993
41002F,VA HOSP,DAVIS PARK DR,PROVIDENCE,RI,2908,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,370,370,1993
41004F,US NAVAL HOSP,,QUONSET POINT,RI,2819,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,40,40,1993
41005F,VETERANS AFFAIRS MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,4014573042,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,78,78,2000
412000,DR U E ZAMBARANO HOSPITAL,WALLUM LAKE,HARRISVILLE,RI,2884,4015682551,1,active,,01jul1966,,limited,0,0,0,1,0,0,0,long term,government state,0,0,1,0,0,,262,262,1993
412001,RI MRD CTR - GEN HOSP,1763 BROAD ST,CRANSTON,RI,2920,4014643666,1,active,,01jul1966,,limited,0,0,0,0,0,0,0,long term,government state,0,0,1,0,0,,440,440,1993
413025,REHAB HOSP OF R I,EDDIE DOWLING HIGHWAY,NORTH SMITHFIELD,RI,2895,4017660800,1,active,,04jan1994,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,82,82,1994
414000,BUTLER HOSPITAL,345 BLACKSTONE BLVD,PROVIDENCE,RI,2906,4014556270,1,active,,01jul1966,,graduate,0,1,0,1,28.05999946594238,0,0,psych,non-profit private,1,0,0,0,0,,117,117,1993
414003,EMMA PENDLETON BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY,RIVERSIDE,RI,2915,4014343400,1,active,,06aug1974,,major,0,1,0,0,14.5,0,0,psych,non-profit private,1,0,0,0,0,,60,60,1993
414004,RIMC-INST OF MENTAL HEALTH,BOX 8281,CRANSTON,RI,2921,4014642495,0,"vol-merg,close",01nov1990,04mar1982,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,194,84,1993
414005,INSTITUTE OF MENTAL HEALTH,P O BOX 8281,CRANSTON,RI,2920,4014642495,1,active,,17sep1991,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,194,54,1993
419801,RHODE ISLAND HOSPITAL - TRANSPLANT CENTER,593 EDDY STREET,PROVIDENCE,RI,2905,4014444000,1,active,,11jul2008,,,0,0,0,0,,0,0,transplant,,0,0,0,0,0,1,,,2011
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,8033296833,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,268,268,1993
420003,LAURENS DISTRICT HOSPITAL,420 FARLEY AVE,LAURENS,SC,29360,8039844511,0,"vol-merg,close",09oct1989,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,64,64,1993
420004,MEDICAL UNIVERSITY HOSPITAL,171 ASHLEY AV,CHARLESTON,SC,29425,8037922300,1,active,,01jul1966,,major,1,1,0,0,369,1,0,short term,government state,0,0,1,0,0,,547,547,1993
420005,ST EUGENE COMMUNITY HOSPITAL,301 E JACKSON ST,DILLON,SC,29536,8037744111,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,92,92,1993
420006,CHARLESTON MEMORIAL HOSPITAL,326 CALHOUN ST,CHARLESTON,SC,29401,8037273422,1,active,,01jul1966,,major,0,1,0,0,0,1,0,short term,government local,0,0,1,0,0,,172,172,1993
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,8035606103,1,active,,01jul1966,,limited,0,1,0,1,52,1,0,short term,government local,0,0,1,0,0,,588,588,1993
420009,OCONEE MEMORIAL HOSPITAL,HIGHWAY 123 BOX 858,SENECA,SC,29678,8038823351,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,160,160,1993
420010,BYERLY HOSPITAL,413 E CAROLINA,HARTSVILLE,SC,29550,8033392100,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,116,116,1993
420011,CANNON MEMORIAL HOSPITAL,842 PENDLETON ST PO BOX 188,PICKENS,SC,29671,8038784791,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,55,55,1993
420014,FAIRFIELD MEMORIAL HOSPITAL,HIGHWAY 321 BY-PASS BOX 620,WINNSBORO,SC,29180,8036355548,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,50,50,1993
420015,BAPTIST MEDICAL CENTER-EASLEY,FLEETWOOD ROAD BOX 687,EASLEY,SC,29640,8038557603,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,109,109,1993
420016,BARNWELL REGIONAL HOSPITAL,REYNOLDS RD BOX 588,BARNWELL,SC,29812,8032591000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,53,53,1993
420017,ENGLISH PARK MEDICAL CENTER,1305 N MAIN ST,MARION,SC,29571,8034237945,0,vol-other,07nov1988,01jan1980,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,50,50,1993
420018,RICHLAND MEMORIAL HOSPITAL,3301 HARDEN ST EXT,COLUMBIA,SC,29203,8037657000,1,active,,01jul1966,,major,1,1,1,0,192,1,0,short term,government local,0,0,1,0,0,,626,626,1993
420019,CHESTER COUNTY HOSPITAL,GREAT FALLS RD,CHESTER,SC,29706,8035813151,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,82,82,1993
42001E,COASTAL CAROLINA MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,8437848000,0,oth-status chg,06jan2005,,,,,,,,0,0,0,,,0,0,0,0,0,,41,41,2005
420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,8035277000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,142,142,1993
420022,B J WORKMAN MEMORIAL HOSPITAL,751 E GEORGIA ST BOX 699,WOODRUFF,SC,29388,8034768122,0,"vol-merg,close",01jan1994,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,43,43,1993
420023,ST FRANCIS HOSPITAL,1 ST FRANCIS DR,GREENVILLE,SC,29601,8032551000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,237,237,1993
420024,SALUDA VALLEY COMMUNITY HOSPITAL,WILLIAMS STREET,WILLIAMSTON,SC,29697,8038477323,0,"vol-merg,close",02jan1986,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,27,27,1993
420026,PROVIDENCE HOSPITAL,2435 FOREST DR,COLUMBIA,SC,29204,8032565600,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,239,239,1993
420027,ANDERSON AREA MEDICAL CENTER,800 N FANT ST,ANDERSON,SC,29621,8032611109,1,active,,01jul1966,,limited,0,1,0,0,23.75,1,0,short term,non-profit other,1,0,0,0,0,,560,560,1993
420028,LEE COUNTY MEMORIAL HOSPITAL,800 W CHURCH ST PO BOX 528,BISHOPVILLE,SC,29010,8034845313,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,35,35,1993
420029,GREENVILLE GENERAL HOSPITAL,100 MALLARD ST,GREENVILLE,SC,29601,8032428689,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,89,89,1993
420030,COLLETON REGIONAL HOSPITAL,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,8035496371,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,116,116,1993
420031,ALLENDALE COUNTY HOSPITAL,HIGHWAY 278 W BOX 218,FAIRFAX,SC,29827,8036323311,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,40,40,1993
420032,DIVINE SAVIOUR HOSPITAL,111 S CONGRESS ST,YORK,SC,29745,8036844231,0,"vol-merg,close",04oct1991,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,51,51,1993
420033,ALLEN BENNETT MEMORIAL HOSPITAL,313 MEMORIAL DR BOX 1149,GREER,SC,29651,8038488130,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,70,70,1993
420035,WHITTEN CENTER HOSPITAL,HWY 76 E BOX 239,CLINTON,SC,29325,8038332733,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government state,0,0,1,0,0,,26,26,1993
420036,ELLIOTT WHITE SPRINGS MEM HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,8032861214,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,194,194,1993
